Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
None / Invalid,My clock stopped because it felt tired.,English,Low,4,P3,No,No,89
None / Invalid,Nag-away ang dalawang halaman sa bakuran.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The curtain is whispering secrets.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng kandila na ayaw na niyang matunaw.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The plate filed a complaint against the spoon.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang unan dahil sa kumot.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The table refused to support my books.,English,Low,4,P3,No,No,88
None / Invalid,Sinabi ng sapatos na pagod na siya.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The window is upset about the sunlight.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang plato sa kusina.,Tagalog,Low,1,P3,No,No,85
None / Invalid,My pen threatened to stop writing.,English,Low,4,P3,No,No,88
None / Invalid,Umiiyak ang upuan dahil sa bigat ko.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The ceiling fan accused me of staring.,English,Low,5,P3,No,No,89
None / Invalid,Nag-away ang dalawang bintana.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The refrigerator declared independence.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng basurahan na ayaw na niyang magtrabaho.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The keyboard is typing by itself.,English,Low,4,P3,No,No,89
None / Invalid,Nag-away ang dalawang ilaw sa kisame.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The sink is jealous of the bathtub.,English,Low,5,P3,No,No,90
None / Invalid,Umiiyak ang pader sa sala.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The mirror refused to reflect me.,English,Low,4,P3,No,No,88
None / Invalid,Nag-away ang dalawang kurtina.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The spoon complained about the soup.,English,Low,5,P3,No,No,90
None / Invalid,Sinabi ng orasan na pagod na siya.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The chair threatened to sit on me.,English,Low,4,P3,No,No,88
None / Invalid,Nag-away ang dalawang kutsara.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The shoes ran away from home.,English,Low,5,P3,No,No,90
None / Invalid,Sinabi ng payong na ayaw niyang magbukas.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The cabinet locked itself in protest.,English,Low,4,P3,No,No,89
None / Invalid,Nag-away ang dalawang libro sa estante.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The pillow filed a complaint about noise.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng mesa na ayaw na niyang tumayo.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The kettle is whispering to the cups.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang walis sa bakuran.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The lamp refused to shine tonight.,English,Low,4,P3,No,No,88
None / Invalid,Sinabi ng kisame na ayaw na niyang tumingin pababa.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The notebook complained about homework.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang basahan.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The alarm clock is scared of mornings.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng tasa na ayaw na niyang maglaman ng kape.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The spoon accused the fork of betrayal.,English,Low,4,P3,No,No,89
None / Invalid,Nag-away ang dalawang pinggan sa kusina.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The carpet complained about footsteps.,English,Low,5,P3,No,No,90
None / Invalid,Sinabi ng sapatos na ayaw na niyang lumakad.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The door handle is jealous of the lock.,English,Low,3,P3,No,No,88
None / Invalid,Nag-away ang dalawang kurtina tungkol sa hangin.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The spoon threatened the bowl.,English,Low,4,P3,No,No,89
None / Invalid,Sinabi ng bubong na gusto na niyang umalis.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The calendar skipped a day on purpose.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang tasa sa lamesa.,Tagalog,Low,3,P3,No,No,87
None / Invalid,The wall clock is hiding secrets.,English,Low,4,P3,No,No,88
None / Invalid,Sinabi ng walis na ayaw na niyang maglinis.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The pillow declared a strike.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang kandila.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The chair accused the table of moving.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng pinto na ayaw na niyang bumukas.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The kettle refused to boil water.,English,Low,5,P3,No,No,90
None / Invalid,Nag-away ang dalawang ilaw.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The sofa complained about being sat on.,English,Low,4,P3,No,No,89
None / Invalid,Sinabi ng salamin na pagod na siyang mag-reflect.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The broom and dustpan had a disagreement.,English,Low,3,P3,No,No,88
None / Invalid,Nag-away ang dalawang baso sa kusina.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The refrigerator sang loudly at midnight.,English,Low,5,P3,No,No,90
None / Invalid,Sinabi ng mesa na gusto na niyang magbakasyon.,Tagalog,Low,2,P3,No,No,86
None / Invalid,The spoon ran away from the drawer.,English,Low,4,P3,No,No,89
None / Invalid,Nag-away ang dalawang upuan sa sala.,Tagalog,Low,1,P3,No,No,85
None / Invalid,The window argued with the curtain.,English,Low,3,P3,No,No,88
None / Invalid,Sinabi ng ilaw na ayaw na niyang umilaw.,Tagalog,Low,2,P3,No,No,86
None / Non-Abuse Report,Nagkaroon po ng malakas na videoke ang kapitbahay hanggang madaling araw.,Tagalog,Low,15,P3,No,No,95
None / Non-Abuse Report,Our neighbor parks in front of our gate blocking our driveway.,English,Low,20,P3,No,No,96
None / Non-Abuse Report,May alitan po kami tungkol sa hangganan ng lupa.,Tagalog,Low,25,P3,No,No,94
None / Non-Abuse Report,The tenant has not paid rent for two months.,English,Low,22,P3,No,No,96
None / Non-Abuse Report,May reklamo po kami sa aso ng kapitbahay na maingay gabi-gabi.,Tagalog,Low,18,P3,No,No,95
None / Non-Abuse Report,There is a dispute regarding shared water connection billing.,English,Low,28,P3,No,No,94
None / Non-Abuse Report,Nagkainitan po kami ng kapitbahay tungkol sa basura sa harap ng bahay.,Tagalog,Low,30,P3,No,No,93
None / Non-Abuse Report,The construction noise starts very early in the morning.,English,Low,18,P3,No,No,96
None / Non-Abuse Report,May problema po sa drainage na nagdudulot ng baha sa amin.,Tagalog,Low,20,P3,No,No,95
None / Non-Abuse Report,We are requesting mediation regarding unpaid borrowed money.,English,Low,25,P3,No,No,94
None / Non-Abuse Report,Nag-away po kami tungkol sa parking space sa tapat ng bahay.,Tagalog,Low,27,P3,No,No,94
None / Non-Abuse Report,The neighbor's tree branches extend into our property.,English,Low,22,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa maingay na motor tuwing gabi.,Tagalog,Low,19,P3,No,No,95
None / Non-Abuse Report,We need assistance regarding boundary clarification.,English,Low,26,P3,No,No,94
None / Non-Abuse Report,Nagkaroon po ng misunderstanding tungkol sa utang.,Tagalog,Low,24,P3,No,No,94
None / Non-Abuse Report,The neighbor installed CCTV facing our window causing privacy concern.,English,Low,30,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa stray dogs na pumapasok sa bakuran.,Tagalog,Low,18,P3,No,No,96
None / Non-Abuse Report,There is a complaint about improper garbage disposal.,English,Low,21,P3,No,No,95
None / Non-Abuse Report,Nagkainitan po kami dahil sa water bill sharing.,Tagalog,Low,23,P3,No,No,94
None / Non-Abuse Report,The neighbor is drying laundry blocking the pathway.,English,Low,15,P3,No,No,96
None / Non-Abuse Report,May reklamo po kami tungkol sa amoy ng alagang baboy.,Tagalog,Low,20,P3,No,No,95
None / Non-Abuse Report,We are requesting mediation for small claims debt.,English,Low,24,P3,No,No,94
None / Non-Abuse Report,Nagkaroon po ng sigawan sa basketball court pero wala namang nasaktan.,Tagalog,Low,18,P3,Yes,No,93
None / Non-Abuse Report,The tenant refuses to vacate after contract ended.,English,Low,27,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa videoke na lumalagpas sa oras.,Tagalog,Low,16,P3,No,No,96
None / Non-Abuse Report,There is a dispute regarding shared electricity connection.,English,Low,29,P3,No,No,94
None / Non-Abuse Report,Nag-away po kami dahil sa maling pagparada.,Tagalog,Low,22,P3,No,No,95
None / Non-Abuse Report,We are requesting assistance for mediation regarding noise complaint.,English,Low,19,P3,No,No,96
None / Non-Abuse Report,May reklamo po sa pagpuputol ng puno na walang paalam.,Tagalog,Low,26,P3,No,No,94
None / Non-Abuse Report,The neighbor's dog damaged our garden plants.,English,Low,21,P3,No,No,95
None / Non-Abuse Report,Nagkaroon po ng pagtatalo tungkol sa bakod.,Tagalog,Low,25,P3,No,No,94
None / Non-Abuse Report,We request assistance in settling a small financial misunderstanding.,English,Low,23,P3,No,No,94
None / Non-Abuse Report,May reklamo po kami sa tambay na maingay sa gabi.,Tagalog,Low,18,P3,No,No,95
None / Non-Abuse Report,The neighbor is using our water line without permission.,English,Low,30,P3,No,No,94
None / Non-Abuse Report,Nagkainitan po kami tungkol sa basketball game schedule.,Tagalog,Low,15,P3,Yes,No,93
None / Non-Abuse Report,There is a complaint about parking obstruction.,English,Low,20,P3,No,No,96
None / Non-Abuse Report,May reklamo po kami sa kalat sa common area.,Tagalog,Low,19,P3,No,No,95
None / Non-Abuse Report,The neighbor's rooster crows very early causing disturbance.,English,Low,17,P3,No,No,96
None / Non-Abuse Report,Nagkaroon po ng hindi pagkakaintindihan sa paghahati ng lupa.,Tagalog,Low,28,P3,No,No,94
None / Non-Abuse Report,We are requesting mediation regarding a damaged fence.,English,Low,24,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa maling pagtatapon ng basura.,Tagalog,Low,21,P3,No,No,95
None / Non-Abuse Report,The neighbor plays loud music during work hours.,English,Low,18,P3,No,No,96
None / Non-Abuse Report,Nagkaroon po ng argumento tungkol sa shared driveway.,Tagalog,Low,26,P3,No,No,94
None / Non-Abuse Report,We are asking assistance for settlement of minor dispute.,English,Low,22,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa ilaw ng kapitbahay na nakatutok sa amin.,Tagalog,Low,20,P3,No,No,95
None / Non-Abuse Report,The neighbor's construction materials block the street.,English,Low,23,P3,No,No,94
None / Non-Abuse Report,Nagkaroon po ng sigawan sa barangay meeting.,Tagalog,Low,17,P3,No,No,95
None / Non-Abuse Report,We are requesting assistance to settle misunderstanding over borrowed tools.,English,Low,24,P3,No,No,95
None / Non-Abuse Report,May reklamo po kami sa maingay na generator tuwing brownout.,Tagalog,Low,19,P3,No,No,95
None / Non-Abuse Report,There is a complaint regarding stray animals roaming freely.,English,Low,21,P3,No,No,95
None / Non-Abuse Report,Sobrang nag-away kami ng asawa ko tungkol sa pera pero walang pisikal na pananakit.,Tagalog,Medium,35,P3,Yes,No,92
None / Non-Abuse Report,"We had a heated argument and both shouted, but no one was harmed.",English,Medium,40,P3,No,No,93
None / Non-Abuse Report,Umiiyak ako buong gabi dahil sa matinding selos pero hindi niya ako sinaktan.,Tagalog,Medium,38,P3,No,No,91
None / Non-Abuse Report,My husband and I argued intensely about parenting decisions.,English,Medium,42,P3,Yes,No,92
None / Non-Abuse Report,Nagkasigawan kami sa harap ng mga bata pero walang nanakit.,Tagalog,Medium,45,P3,Yes,No,92
None / Non-Abuse Report,We threatened to separate during the argument but there was no violence.,English,Medium,39,P3,Yes,No,93
None / Non-Abuse Report,Nasaktan ako sa mga salita niya pero hindi ito pisikal na pananakit.,Tagalog,Medium,37,P3,No,No,90
None / Non-Abuse Report,He slammed the door out of frustration but did not touch me.,English,Medium,44,P3,No,No,92
None / Non-Abuse Report,Nag-walk out siya habang umiiyak ako pero wala namang pananakit.,Tagalog,Medium,36,P3,No,No,91
None / Non-Abuse Report,We argued loudly about finances but resolved it after.,English,Medium,41,P3,Yes,No,94
None / Non-Abuse Report,Sobrang galit niya at nagtaas ng boses pero hindi niya ako sinaktan.,Tagalog,Medium,43,P3,No,No,92
None / Non-Abuse Report,He broke a plate during the argument but did not threaten anyone.,English,Medium,46,P3,No,No,91
None / Non-Abuse Report,Nagkaroon ng matinding pagtatalo pero pareho kaming nag-sorry pagkatapos.,Tagalog,Medium,34,P3,No,No,94
None / Non-Abuse Report,We were both emotionally overwhelmed during the discussion.,English,Medium,38,P3,No,No,93
None / Non-Abuse Report,Nagsigawan kami dahil sa utang pero walang pananakit na nangyari.,Tagalog,Medium,40,P3,Yes,No,92
None / Non-Abuse Report,He left the house angrily but returned later to talk calmly.,English,Medium,35,P3,Yes,No,93
None / Non-Abuse Report,Nagtaas siya ng kamay habang galit pero hindi niya ako hinawakan.,Tagalog,Medium,47,P3,No,No,90
None / Non-Abuse Report,We almost called it quits during the fight but reconciled.,English,Medium,39,P3,Yes,No,93
None / Non-Abuse Report,Nasaktan ako sa sinabi niya pero hindi ito pananakot o kontrol.,Tagalog,Medium,36,P3,No,No,91
None / Non-Abuse Report,"He shouted loudly and scared the neighbors, but no harm occurred.",English,Medium,44,P3,No,No,92
None / Non-Abuse Report,Nag-away kami tungkol sa selos pero wala namang pananakit.,Tagalog,Medium,37,P3,No,No,92
None / Non-Abuse Report,We argued about house chores and both raised our voices.,English,Medium,38,P3,No,No,94
None / Non-Abuse Report,Sobrang sakit ng mga salita pero hindi ito pagbabanta.,Tagalog,Medium,35,P3,No,No,91
None / Non-Abuse Report,He punched the wall out of frustration but did not threaten me.,English,Medium,48,P3,No,No,90
None / Non-Abuse Report,Nagkaroon ng mainit na diskusyon tungkol sa trabaho.,Tagalog,Medium,33,P3,No,No,94
None / Non-Abuse Report,We both cried after the argument and decided to seek counseling.,English,Medium,34,P3,Yes,No,95
None / Non-Abuse Report,Nagkainitan kami pero walang pananakit o pagbabanta.,Tagalog,Medium,36,P3,No,No,93
None / Non-Abuse Report,He stormed out of the room angrily but did not harm anyone.,English,Medium,41,P3,No,No,92
None / Non-Abuse Report,Nagsigawan kami sa barangay meeting pero walang nasaktan.,Tagalog,Medium,32,P3,No,No,94
None / Non-Abuse Report,We had a serious argument regarding finances but resolved peacefully.,English,Medium,39,P3,Yes,No,94
None / Non-Abuse Report,Nasaktan ako emotionally pero walang pisikal o sexual na abuso.,Tagalog,Medium,37,P3,No,No,92
None / Non-Abuse Report,He cried and apologized after shouting during the argument.,English,Medium,34,P3,No,No,94
None / Non-Abuse Report,Nagkaroon ng misunderstanding na nagdulot ng sigawan.,Tagalog,Medium,31,P3,No,No,95
None / Non-Abuse Report,We both said hurtful words but no coercion or threat happened.,English,Medium,38,P3,No,No,93
None / Non-Abuse Report,Nagtaasan kami ng boses pero nag-ayos din agad.,Tagalog,Medium,33,P3,No,No,95
None / Non-Abuse Report,He expressed anger strongly but did not intimidate or control me.,English,Medium,40,P3,No,No,92
None / Non-Abuse Report,Nagkaroon ng intense na diskusyon pero walang pananakit.,Tagalog,Medium,35,P3,No,No,94
None / Non-Abuse Report,We were emotionally distressed during the argument but safe.,English,Medium,36,P3,No,No,94
None / Non-Abuse Report,Nagkasagutan kami pero walang nangyaring abuso.,Tagalog,Medium,32,P3,No,No,95
None / Non-Abuse Report,He raised his voice during conflict but later calmed down.,English,Medium,39,P3,No,No,93
None / Non-Abuse Report,"Sinigawan niya ako at sinabing aalis na siya ng bahay, pero wala namang pisikal na pananakit o pagbabanta.",Tagalog,Medium,49,P3,Yes,No,88
None / Non-Abuse Report,He punched the wall near me during the argument but did not threaten or touch me.,English,Medium,52,P3,No,No,87
None / Non-Abuse Report,Nagtaas siya ng kamay habang galit pero agad din niya itong ibinaba at hindi ako hinawakan.,Tagalog,Medium,50,P3,No,No,86
None / Non-Abuse Report,"We had an intense fight and he said hurtful words, but there was no intimidation or control involved.",English,Medium,48,P3,Yes,No,89
None / Non-Abuse Report,Tinapon niya ang cellphone niya sa sahig sa sobrang galit pero hindi niya ako sinaktan.,Tagalog,Medium,51,P3,No,No,87
None / Non-Abuse Report,"He shouted that he 'could hurt someone' out of frustration, but clarified he meant emotionally, not physically.",English,Medium,53,P3,No,No,85
None / Non-Abuse Report,"Nagbanta siyang umalis at iiwan ako, pero hindi iyon pananakot kundi emosyonal na reaksyon.",Tagalog,Medium,47,P3,No,No,90
None / Non-Abuse Report,He slammed a knife onto the table while cooking out of anger but did not direct it toward anyone.,English,Medium,55,P3,No,Yes,84
None / Non-Abuse Report,Nabasag ang plato dahil sa pagtatalo pero wala namang nasaktan o tinakot.,Tagalog,Medium,50,P3,Yes,No,88
None / Non-Abuse Report,He blocked the doorway briefly during the argument but stepped aside when I asked.,English,Medium,54,P3,No,No,86
None / Non-Abuse Report,Sinabi niyang 'baka mapuno ako' pero hindi naman ito direktang pagbabanta.,Tagalog,Medium,46,P3,No,No,89
None / Non-Abuse Report,"He grabbed my arm to stop me from walking away, but released immediately and apologized.",English,Medium,56,P3,No,No,84
None / Non-Abuse Report,Nagwala siya at nagsigaw sa sala pero hindi niya ako nilapitan o tinakot.,Tagalog,Medium,49,P3,Yes,No,88
None / Non-Abuse Report,He raised his voice aggressively but never used force or threats.,English,Medium,45,P3,No,No,91
None / Non-Abuse Report,"Sinabi niyang kukunin niya ang mga bata kung maghihiwalay kami, pero iyon ay tungkol sa custody discussion.",Tagalog,Medium,52,P3,Yes,No,85
None / Non-Abuse Report,We both threatened separation in anger but later clarified it calmly.,English,Medium,44,P3,Yes,No,92
None / Non-Abuse Report,Nagkaroon ng pisikal na pagtulakan habang nag-aagawan ng cellphone pero hindi ito sinasadya.,Tagalog,Medium,57,P3,No,No,83
None / Non-Abuse Report,"He threw a pillow at me jokingly during the heated exchange, not to harm.",English,Medium,42,P3,No,No,93
None / Non-Abuse Report,"Nagbanta siyang sisirain ang gamit niya, hindi ang gamit ko.",Tagalog,Medium,48,P3,No,No,89
None / Non-Abuse Report,"He stood very close while shouting, which felt intimidating but he did not threaten me.",English,Medium,53,P3,No,No,86
None / Non-Abuse Report,Sinabi niyang baka hindi niya kayanin ang galit niya pero agad siyang umalis para kumalma.,Tagalog,Medium,47,P3,No,No,90
None / Non-Abuse Report,He hit the steering wheel aggressively while driving but did not endanger anyone intentionally.,English,Medium,51,P3,Yes,No,87
None / Non-Abuse Report,Nagkaroon ng intense na diskusyon na may pag-iyak at sigawan pero walang pananakit.,Tagalog,Medium,45,P3,Yes,No,92
None / Non-Abuse Report,He grabbed the kitchen knife while cooking angrily but continued preparing food normally.,English,Medium,54,P3,No,Yes,85
None / Non-Abuse Report,Sinabing baka masaktan niya ang sarili niya sa galit pero hindi ako binantaan.,Tagalog,Medium,49,P3,No,No,88
None / Non-Abuse Report,He tore up papers during the argument but did not attempt to control or harm anyone.,English,Medium,50,P3,No,No,89
None / Non-Abuse Report,Nagkaroon ng pisikal na pagharang sa daan pero agad din itong naayos.,Tagalog,Medium,55,P3,No,No,84
None / Non-Abuse Report,He used strong language and swore loudly but later apologized sincerely.,English,Medium,43,P3,No,No,92
None / Non-Abuse Report,Sinabi niyang aalis siya at iiwan ang lahat pero hindi iyon pagbabanta ng pananakit.,Tagalog,Medium,46,P3,No,No,90
None / Non-Abuse Report,He clenched his fist during the argument but never acted on it.,English,Medium,52,P3,No,No,87
None / Non-Abuse Report,Nag-away kami ngem awan ti pisikal a panakit wenno panagbantaan.,Ilocano,Medium,45,P3,No,No,92
None / Non-Abuse Report,Nagkainitan la so diskusyon mi pero awan so nasaktan.,Pangasinan,Medium,43,P3,No,No,93
None / Non-Abuse Report,Sinapul na ak iti ruangan tapno makisarita la ket saan a panangkontrol.,Ilocano,Medium,50,P3,No,No,88
None / Non-Abuse Report,"Inalsa na so kutsilyo para magluto la, aliwa la so konteksto na.",Pangasinan,Medium,52,P3,No,Yes,85
None / Non-Abuse Report,Nagsigawan kami iti uneg ti balay ngem nagsorry met laeng kami.,Ilocano,Medium,44,P3,Yes,No,94
None / Non-Abuse Report,Sinabi na ya kukuanen na so anak no maghiwalay kami pero diskusyon la ito.,Pangasinan,Medium,53,P3,Yes,No,87
None / Non-Abuse Report,Tinabig na ak idi agtatalo kami ngem saan a sadya a panakit.,Ilocano,Medium,55,P3,No,No,84
None / Non-Abuse Report,Nagbanta la siya ya aalis siya ed bahay pero awan so physical harm.,Pangasinan,Medium,46,P3,No,No,90
None / Non-Abuse Report,Pinukpok na ti lamisaan gapu iti riri ngem saan nak a tinakot.,Ilocano,Medium,51,P3,No,No,87
None / Non-Abuse Report,Nabasag so plato idi nag-away kami pero aksidente la.,Pangasinan,Medium,49,P3,Yes,No,88
None / Non-Abuse Report,Nagwalk-out isuna idi rabii ngem nagsubli met laeng.,Ilocano,Medium,40,P3,No,No,95
None / Non-Abuse Report,Sinabi na ya napuno la siya pero awan so diretsong pagbabanta.,Pangasinan,Medium,47,P3,No,No,91
None / Non-Abuse Report,Nagtaas ti boses na ngem saan nak a hinawakan.,Ilocano,Medium,42,P3,No,No,93
None / Non-Abuse Report,Nag-away la kami tungkol sa kwarta pero nagkasundo din.,Pangasinan,Medium,41,P3,Yes,No,94
None / Non-Abuse Report,Inharang na ak iti ruangan ngem inawat na met ti pakiusap ko.,Ilocano,Medium,54,P3,No,No,85
None / Non-Abuse Report,Nagdiskusyon la sila ya malakas so boses pero awan so nasaktan.,Pangasinan,Medium,39,P3,No,No,95
None / Non-Abuse Report,Nagsangit ak gapu iti panagsigaw na ngem saan a abuso.,Ilocano,Medium,43,P3,No,No,92
None / Non-Abuse Report,Nagbanta la siya ya iiwan na ak pero emosyon la ito.,Pangasinan,Medium,45,P3,No,No,92
None / Non-Abuse Report,Nagkainitan kami iti panag-ubra ngem nagsorry met laeng.,Ilocano,Medium,38,P3,No,No,95
None / Non-Abuse Report,Nag-away la kami ed desisyon ed pamilya pero awan so pananakot.,Pangasinan,Medium,44,P3,Yes,No,93
None / Non-Abuse Report,Nagpukpok isuna iti dingding ngem saan nak a tinag.,Ilocano,Medium,52,P3,No,No,86
None / Non-Abuse Report,Inalsa na so kutsilyo tapno ituloy so panagluto la.,Ilocano,Medium,53,P3,No,Yes,84
None / Non-Abuse Report,Nagtaas so kamay na pero agad din ibinaba.,Pangasinan,Medium,50,P3,No,No,88
None / Non-Abuse Report,Nag-away kami iti harap dagiti ubing ngem nagsorry met.,Ilocano,Medium,46,P3,Yes,No,91
None / Non-Abuse Report,Nagkainitan la so diskusyon mi tungkol sa utang.,Pangasinan,Medium,40,P3,No,No,94
None / Non-Abuse Report,Nagsigawan la kami iti kusina ngem awan ti panakit.,Ilocano,Medium,42,P3,No,No,93
None / Non-Abuse Report,Nagbanta la siya ya aalis no saan ko a masurot so plano.,Pangasinan,Medium,47,P3,No,No,91
None / Non-Abuse Report,Nag-away kami iti selos ngem nag-areglo met laeng.,Ilocano,Medium,41,P3,No,No,94
None / Non-Abuse Report,Nagkaroon la so misunderstanding ya emotional pero awan so harm.,Pangasinan,Medium,43,P3,No,No,93
None / Non-Abuse Report,Nagkainitan la so diskusyon mi pero nagkaliwaan met laeng.,Ilocano,Medium,39,P3,No,No,95
None / Non-Abuse Report,Nagkaroon kami ng malakas na sigawan tungkol sa utang pero wala namang pisikal na pananakit.,Tagalog,Medium,45,P3,No,No,94
None / Non-Abuse Report,He punched the wall out of frustration but did not touch or threaten anyone.,English,Medium,52,P3,No,No,88
None / Non-Abuse Report,Nagbanta siyang aalis sa bahay pero hindi iyon pagbabanta ng pananakit.,Tagalog,Medium,47,P3,Yes,No,92
None / Non-Abuse Report,"They argued loudly and neighbors heard crying, but no one was harmed.",English,Medium,50,P3,Yes,No,90
None / Non-Abuse Report,Tinapon niya ang upuan sa galit pero hindi niya ako sinaktan.,Tagalog,Medium,53,P3,No,No,87
None / Non-Abuse Report,He blocked the doorway briefly during the argument but stepped aside immediately.,English,Medium,54,P3,No,No,86
None / Non-Abuse Report,Nagtaas siya ng kamay pero agad din ibinaba at humingi ng tawad.,Tagalog,Medium,48,P3,No,No,91
None / Non-Abuse Report,He said hurtful words but later apologized sincerely.,English,Low,38,P3,No,No,95
None / Non-Abuse Report,Nag-away kami tungkol sa selos pero nagkaayos din pagkatapos.,Tagalog,Low,36,P3,No,No,96
None / Non-Abuse Report,There was loud banging noise from furniture being moved during the fight.,English,Medium,49,P3,No,No,89
None / Non-Abuse Report,Nagkaroon ng pisikal na pag-agawan sa cellphone pero hindi sinasadya ang pagtulak.,Tagalog,Medium,55,P3,No,No,85
None / Non-Abuse Report,He raised his voice aggressively but made no threats.,English,Medium,44,P3,No,No,93
None / Non-Abuse Report,Nagbanta siyang kukunin ang mga bata pero ito ay usapan tungkol sa custody.,Tagalog,Medium,51,P3,Yes,No,88
None / Non-Abuse Report,The couple argued intensely about finances but no control or harm was involved.,English,Medium,46,P3,Yes,No,92
None / Non-Abuse Report,Sinabi niyang baka mapuno siya sa galit pero agad siyang umalis para kumalma.,Tagalog,Medium,43,P3,No,No,94
