Incident_Type,Incident_Description,Language,Risk_Level,Incident_Risk_Percentage,Priority_Level,Children_Involved,Weapon_Mentioned,AI_Confidence_Score
None / Invalid,May reklamo po sa pagpuputol ng puno na walang paalam.,Tagalog,Low,26,Third Priority (P3),No,No,94
None / Invalid,The neighbor's dog damaged our garden plants.,English,Low,21,Third Priority (P3),No,No,95
None / Invalid,Nagkaroon po ng pagtatalo tungkol sa bakod.,Tagalog,Low,25,Third Priority (P3),No,No,94
None / Invalid,We request assistance in settling a small financial misunderstanding.,English,Low,23,Third Priority (P3),No,No,94
None / Invalid,May reklamo po kami sa tambay na maingay sa gabi.,Tagalog,Low,18,Third Priority (P3),No,No,95
None / Invalid,The neighbor is using our water line without permission.,English,Low,30,Third Priority (P3),No,No,94
None / Invalid,Nagkainitan po kami tungkol sa basketball game schedule.,Tagalog,Low,15,Third Priority (P3),Yes,No,93
None / Invalid,There is a complaint about parking obstruction.,English,Low,20,Third Priority (P3),No,No,96
None / Invalid,May reklamo po kami sa kalat sa common area.,Tagalog,Low,19,Third Priority (P3),No,No,95
None / Invalid,The neighbor's rooster crows very early causing disturbance.,English,Low,17,Third Priority (P3),No,No,96
None / Invalid,Nagkaroon po ng hindi pagkakaintindihan sa paghahati ng lupa.,Tagalog,Low,28,Third Priority (P3),No,No,94
None / Invalid,We are requesting mediation regarding a damaged fence.,English,Low,24,Third Priority (P3),No,No,95
None / Invalid,May reklamo po kami sa maling pagtatapon ng basura.,Tagalog,Low,21,Third Priority (P3),No,No,95
None / Invalid,The neighbor plays loud music during work hours.,English,Low,18,Third Priority (P3),No,No,96
None / Invalid,Nagkaroon po ng argumento tungkol sa shared driveway.,Tagalog,Low,26,Third Priority (P3),No,No,94
None / Invalid,We are asking assistance for settlement of minor dispute.,English,Low,22,Third Priority (P3),No,No,95
None / Invalid,May reklamo po kami sa ilaw ng kapitbahay na nakatutok sa amin.,Tagalog,Low,20,Third Priority (P3),No,No,95
None / Invalid,The neighbor's construction materials block the street.,English,Low,23,Third Priority (P3),No,No,94
None / Invalid,Nagkaroon po ng sigawan sa barangay meeting.,Tagalog,Low,17,Third Priority (P3),No,No,95
None / Invalid,We are requesting assistance to settle misunderstanding over borrowed tools.,English,Low,24,Third Priority (P3),No,No,95
None / Invalid,May reklamo po kami sa maingay na generator tuwing brownout.,Tagalog,Low,19,Third Priority (P3),No,No,95
None / Invalid,There is a complaint regarding stray animals roaming freely.,English,Low,21,Third Priority (P3),No,No,95
None / Invalid,Sobrang nag-away kami ng asawa ko tungkol sa pera pero walang pisikal na pananakit.,Tagalog,Low,35,Third Priority (P3),Yes,No,92
None / Invalid,"We had a heated argument and both shouted, but no one was harmed.",English,Medium,40,Third Priority (P3),No,No,93
None / Invalid,Umiiyak ako buong gabi dahil sa matinding selos pero hindi niya ako sinaktan.,Tagalog,Low,38,Third Priority (P3),No,No,91
None / Invalid,My husband and I argued intensely about parenting decisions.,English,Medium,42,Third Priority (P3),Yes,No,92
None / Invalid,Nagkasigawan kami sa harap ng mga bata pero walang nanakit.,Tagalog,Medium,45,Third Priority (P3),Yes,No,92
None / Invalid,We threatened to separate during the argument but there was no violence.,English,Low,39,Third Priority (P3),Yes,No,93
None / Invalid,Nasaktan ako sa mga salita niya pero hindi ito pisikal na pananakit.,Tagalog,Low,37,Third Priority (P3),No,No,90
None / Invalid,He slammed the door out of frustration but did not touch me.,English,Medium,44,Third Priority (P3),No,No,92
None / Invalid,Nag-walk out siya habang umiiyak ako pero wala namang pananakit.,Tagalog,Low,36,Third Priority (P3),No,No,91
None / Invalid,We argued loudly about finances but resolved it after.,English,Medium,41,Third Priority (P3),Yes,No,94
None / Invalid,Sobrang galit niya at nagtaas ng boses pero hindi niya ako sinaktan.,Tagalog,Medium,43,Third Priority (P3),No,No,92
None / Invalid,He broke a plate during the argument but did not threaten anyone.,English,Medium,46,Third Priority (P3),No,No,91
None / Invalid,Nagkaroon ng matinding pagtatalo pero pareho kaming nag-sorry pagkatapos.,Tagalog,Low,34,Third Priority (P3),No,No,94
None / Invalid,We were both emotionally overwhelmed during the discussion.,English,Low,38,Third Priority (P3),No,No,93
None / Invalid,Nagsigawan kami dahil sa utang pero walang pananakit na nangyari.,Tagalog,Medium,40,Third Priority (P3),Yes,No,92
None / Invalid,He left the house angrily but returned later to talk calmly.,English,Low,35,Third Priority (P3),Yes,No,93
None / Invalid,Nagtaas siya ng kamay habang galit pero hindi niya ako hinawakan.,Tagalog,Medium,47,Third Priority (P3),No,No,90
None / Invalid,We almost called it quits during the fight but reconciled.,English,Low,39,Third Priority (P3),Yes,No,93
None / Invalid,Nasaktan ako sa sinabi niya pero hindi ito pananakot o kontrol.,Tagalog,Low,36,Third Priority (P3),No,No,91
None / Invalid,"He shouted loudly and scared the neighbors, but no harm occurred.",English,Medium,44,Third Priority (P3),No,No,92
None / Invalid,Nag-away kami tungkol sa selos pero wala namang pananakit.,Tagalog,Low,37,Third Priority (P3),No,No,92
None / Invalid,We argued about house chores and both raised our voices.,English,Low,38,Third Priority (P3),No,No,94
None / Invalid,Sobrang sakit ng mga salita pero hindi ito pagbabanta.,Tagalog,Low,35,Third Priority (P3),No,No,91
None / Invalid,He punched the wall out of frustration but did not threaten me.,English,Medium,48,Third Priority (P3),No,No,90
None / Invalid,Nagkaroon ng mainit na diskusyon tungkol sa trabaho.,Tagalog,Low,33,Third Priority (P3),No,No,94
None / Invalid,We both cried after the argument and decided to seek counseling.,English,Low,34,Third Priority (P3),Yes,No,95
None / Invalid,Nagkainitan kami pero walang pananakit o pagbabanta.,Tagalog,Low,36,Third Priority (P3),No,No,93
None / Invalid,He stormed out of the room angrily but did not harm anyone.,English,Medium,41,Third Priority (P3),No,No,92
None / Invalid,Nagsigawan kami sa barangay meeting pero walang nasaktan.,Tagalog,Low,32,Third Priority (P3),No,No,94
None / Invalid,We had a serious argument regarding finances but resolved peacefully.,English,Low,39,Third Priority (P3),Yes,No,94
None / Invalid,Nasaktan ako emotionally pero walang pisikal o sexual na abuso.,Tagalog,Low,37,Third Priority (P3),No,No,92
None / Invalid,He cried and apologized after shouting during the argument.,English,Low,34,Third Priority (P3),No,No,94
None / Invalid,Nagkaroon ng misunderstanding na nagdulot ng sigawan.,Tagalog,Low,31,Third Priority (P3),No,No,95
None / Invalid,We both said hurtful words but no coercion or threat happened.,English,Low,38,Third Priority (P3),No,No,93
None / Invalid,Nagtaasan kami ng boses pero nag-ayos din agad.,Tagalog,Low,33,Third Priority (P3),No,No,95
None / Invalid,He expressed anger strongly but did not intimidate or control me.,English,Medium,40,Third Priority (P3),No,No,92
None / Invalid,Nagkaroon ng intense na diskusyon pero walang pananakit.,Tagalog,Low,35,Third Priority (P3),No,No,94
None / Invalid,We were emotionally distressed during the argument but safe.,English,Low,36,Third Priority (P3),No,No,94
None / Invalid,Nagkasagutan kami pero walang nangyaring abuso.,Tagalog,Low,32,Third Priority (P3),No,No,95
None / Invalid,He raised his voice during conflict but later calmed down.,English,Low,39,Third Priority (P3),No,No,93
None / Invalid,"Sinigawan niya ako at sinabing aalis na siya ng bahay, pero wala namang pisikal na pananakit o pagbabanta.",Tagalog,Medium,49,Third Priority (P3),Yes,No,88
None / Invalid,He punched the wall near me during the argument but did not threaten or touch me.,English,Medium,52,Third Priority (P3),No,No,87
None / Invalid,Nagtaas siya ng kamay habang galit pero agad din niya itong ibinaba at hindi ako hinawakan.,Tagalog,Medium,50,Third Priority (P3),No,No,86
None / Invalid,"We had an intense fight and he said hurtful words, but there was no intimidation or control involved.",English,Medium,48,Third Priority (P3),Yes,No,89
None / Invalid,Tinapon niya ang cellphone niya sa sahig sa sobrang galit pero hindi niya ako sinaktan.,Tagalog,Medium,51,Third Priority (P3),No,No,87
None / Invalid,"He shouted that he 'could hurt someone' out of frustration, but clarified he meant emotionally, not physically.",English,Medium,53,Third Priority (P3),No,No,85
None / Invalid,"Nagbanta siyang umalis at iiwan ako, pero hindi iyon pananakot kundi emosyonal na reaksyon.",Tagalog,Medium,47,Third Priority (P3),No,No,90
None / Invalid,He slammed a knife onto the table while cooking out of anger but did not direct it toward anyone.,English,Medium,55,Third Priority (P3),No,Yes,84
None / Invalid,Nabasag ang plato dahil sa pagtatalo pero wala namang nasaktan o tinakot.,Tagalog,Medium,50,Third Priority (P3),Yes,No,88
None / Invalid,He blocked the doorway briefly during the argument but stepped aside when I asked.,English,Medium,54,Third Priority (P3),No,No,86
None / Invalid,Sinabi niyang 'baka mapuno ako' pero hindi naman ito direktang pagbabanta.,Tagalog,Medium,46,Third Priority (P3),No,No,89
None / Invalid,"He grabbed my arm to stop me from walking away, but released immediately and apologized.",English,Medium,56,Third Priority (P3),No,No,84
None / Invalid,Nagwala siya at nagsigaw sa sala pero hindi niya ako nilapitan o tinakot.,Tagalog,Medium,49,Third Priority (P3),Yes,No,88
None / Invalid,He raised his voice aggressively but never used force or threats.,English,Medium,45,Third Priority (P3),No,No,91
None / Invalid,"Sinabi niyang kukunin niya ang mga bata kung maghihiwalay kami, pero iyon ay tungkol sa custody discussion.",Tagalog,Medium,52,Third Priority (P3),Yes,No,85
None / Invalid,We both threatened separation in anger but later clarified it calmly.,English,Medium,44,Third Priority (P3),Yes,No,92
None / Invalid,Nagkaroon ng pisikal na pagtulakan habang nag-aagawan ng cellphone pero hindi ito sinasadya.,Tagalog,Medium,57,Third Priority (P3),No,No,83
None / Invalid,"He threw a pillow at me jokingly during the heated exchange, not to harm.",English,Medium,42,Third Priority (P3),No,No,93
None / Invalid,"Nagbanta siyang sisirain ang gamit niya, hindi ang gamit ko.",Tagalog,Medium,48,Third Priority (P3),No,No,89
None / Invalid,"He stood very close while shouting, which felt intimidating but he did not threaten me.",English,Medium,53,Third Priority (P3),No,No,86
None / Invalid,Sinabi niyang baka hindi niya kayanin ang galit niya pero agad siyang umalis para kumalma.,Tagalog,Medium,47,Third Priority (P3),No,No,90
None / Invalid,He hit the steering wheel aggressively while driving but did not endanger anyone intentionally.,English,Medium,51,Third Priority (P3),Yes,No,87
None / Invalid,Nagkaroon ng intense na diskusyon na may pag-iyak at sigawan pero walang pananakit.,Tagalog,Medium,45,Third Priority (P3),Yes,No,92
None / Invalid,He grabbed the kitchen knife while cooking angrily but continued preparing food normally.,English,Medium,54,Third Priority (P3),No,Yes,85
None / Invalid,Sinabing baka masaktan niya ang sarili niya sa galit pero hindi ako binantaan.,Tagalog,Medium,49,Third Priority (P3),No,No,88
None / Invalid,He tore up papers during the argument but did not attempt to control or harm anyone.,English,Medium,50,Third Priority (P3),No,No,89
None / Invalid,Nagkaroon ng pisikal na pagharang sa daan pero agad din itong naayos.,Tagalog,Medium,55,Third Priority (P3),No,No,84
None / Invalid,He used strong language and swore loudly but later apologized sincerely.,English,Medium,43,Third Priority (P3),No,No,92
None / Invalid,Sinabi niyang aalis siya at iiwan ang lahat pero hindi iyon pagbabanta ng pananakit.,Tagalog,Medium,46,Third Priority (P3),No,No,90
None / Invalid,He clenched his fist during the argument but never acted on it.,English,Medium,52,Third Priority (P3),No,No,87
None / Invalid,Nag-away kami ngem awan ti pisikal a panakit wenno panagbantaan.,Ilocano,Medium,45,Third Priority (P3),No,No,92
None / Invalid,Nagkainitan la so diskusyon mi pero awan so nasaktan.,Pangasinan,Medium,43,Third Priority (P3),No,No,93
None / Invalid,Sinapul na ak iti ruangan tapno makisarita la ket saan a panangkontrol.,Ilocano,Medium,50,Third Priority (P3),No,No,88
None / Invalid,"Inalsa na so kutsilyo para magluto la, aliwa la so konteksto na.",Pangasinan,Medium,52,Third Priority (P3),No,Yes,85
None / Invalid,Nagsigawan kami iti uneg ti balay ngem nagsorry met laeng kami.,Ilocano,Medium,44,Third Priority (P3),Yes,No,94
None / Invalid,Sinabi na ya kukuanen na so anak no maghiwalay kami pero diskusyon la ito.,Pangasinan,Medium,53,Third Priority (P3),Yes,No,87
None / Invalid,Tinabig na ak idi agtatalo kami ngem saan a sadya a panakit.,Ilocano,Medium,55,Third Priority (P3),No,No,84
None / Invalid,Nagbanta la siya ya aalis siya ed bahay pero awan so physical harm.,Pangasinan,Medium,46,Third Priority (P3),No,No,90
None / Invalid,Pinukpok na ti lamisaan gapu iti riri ngem saan nak a tinakot.,Ilocano,Medium,51,Third Priority (P3),No,No,87
None / Invalid,Nabasag so plato idi nag-away kami pero aksidente la.,Pangasinan,Medium,49,Third Priority (P3),Yes,No,88
None / Invalid,Nagwalk-out isuna idi rabii ngem nagsubli met laeng.,Ilocano,Medium,40,Third Priority (P3),No,No,95
None / Invalid,Sinabi na ya napuno la siya pero awan so diretsong pagbabanta.,Pangasinan,Medium,47,Third Priority (P3),No,No,91
None / Invalid,Nagtaas ti boses na ngem saan nak a hinawakan.,Ilocano,Medium,42,Third Priority (P3),No,No,93
None / Invalid,Nag-away la kami tungkol sa kwarta pero nagkasundo din.,Pangasinan,Medium,41,Third Priority (P3),Yes,No,94
None / Invalid,Inharang na ak iti ruangan ngem inawat na met ti pakiusap ko.,Ilocano,Medium,54,Third Priority (P3),No,No,85
None / Invalid,Nagdiskusyon la sila ya malakas so boses pero awan so nasaktan.,Pangasinan,Low,39,Third Priority (P3),No,No,95
None / Invalid,Nagsangit ak gapu iti panagsigaw na ngem saan a abuso.,Ilocano,Medium,43,Third Priority (P3),No,No,92
None / Invalid,Nagbanta la siya ya iiwan na ak pero emosyon la ito.,Pangasinan,Medium,45,Third Priority (P3),No,No,92
None / Invalid,Nagkainitan kami iti panag-ubra ngem nagsorry met laeng.,Ilocano,Low,38,Third Priority (P3),No,No,95
None / Invalid,Nag-away la kami ed desisyon ed pamilya pero awan so pananakot.,Pangasinan,Medium,44,Third Priority (P3),Yes,No,93
None / Invalid,Nagpukpok isuna iti dingding ngem saan nak a tinag.,Ilocano,Medium,52,Third Priority (P3),No,No,86
None / Invalid,Inalsa na so kutsilyo tapno ituloy so panagluto la.,Ilocano,Medium,53,Third Priority (P3),No,Yes,84
None / Invalid,Nagtaas so kamay na pero agad din ibinaba.,Pangasinan,Medium,50,Third Priority (P3),No,No,88
None / Invalid,Nag-away kami iti harap dagiti ubing ngem nagsorry met.,Ilocano,Medium,46,Third Priority (P3),Yes,No,91
None / Invalid,Nagkainitan la so diskusyon mi tungkol sa utang.,Pangasinan,Medium,40,Third Priority (P3),No,No,94
None / Invalid,Nagsigawan la kami iti kusina ngem awan ti panakit.,Ilocano,Medium,42,Third Priority (P3),No,No,93
None / Invalid,Nagbanta la siya ya aalis no saan ko a masurot so plano.,Pangasinan,Medium,47,Third Priority (P3),No,No,91
None / Invalid,Nag-away kami iti selos ngem nag-areglo met laeng.,Ilocano,Medium,41,Third Priority (P3),No,No,94
None / Invalid,Nagkaroon la so misunderstanding ya emotional pero awan so harm.,Pangasinan,Medium,43,Third Priority (P3),No,No,93
None / Invalid,Nagkainitan la so diskusyon mi pero nagkaliwaan met laeng.,Ilocano,Low,39,Third Priority (P3),No,No,95
None / Invalid,Nagkaroon kami ng malakas na sigawan tungkol sa utang pero wala namang pisikal na pananakit.,Tagalog,Medium,45,Third Priority (P3),No,No,94
None / Invalid,He punched the wall out of frustration but did not touch or threaten anyone.,English,Medium,52,Third Priority (P3),No,No,88
None / Invalid,Nagbanta siyang aalis sa bahay pero hindi iyon pagbabanta ng pananakit.,Tagalog,Medium,47,Third Priority (P3),Yes,No,92
None / Invalid,"They argued loudly and neighbors heard crying, but no one was harmed.",English,Medium,50,Third Priority (P3),Yes,No,90
